Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1229,Eva,Jones,25,DevOps-Florida,Active,2022-05-31,92172,eva.jones@example.com,-7201859625,Poor,False
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,2023-09-15,70695,eva.miller@example.com,-3013674925,Average,True
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,2022-07-04,52965,grace.brown@example.com,-1764750110,Good,True
EMP1232,Frank,Brown,32,Finance-California,Pending,2024-06-08,116353,frank.brown@example.com,-1783099973,Poor,True
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,2020-11-23,116695,grace.brown@example.com,-1926764920,Good,False
EMP1234,Heidi,Brown,25,Admin-Texas,Active,2024-05-13,95161,heidi.brown@example.com,-5182606887,Excellent,False
EMP1235,Alice,Brown,32,Admin-Nevada,Inactive,2022-01-29,76041,alice.brown@example.com,-7189813128,Good,True
EMP1236,Charlie,Miller,32,HR-Florida,Inactive,2023-08-23,69508,charlie.miller@example.com,-2087510292,Good,False
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,2023-02-24,58243,alice.miller@example.com,-2184011844,Average,False
EMP1238,Heidi,Williams,30,Sales-California,Pending,2022-10-02,64012,heidi.williams@example.com,-8260340847,Poor,True
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,2020-06-28,106736,bob.garcia@example.com,-7297585987,Average,True
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,2023-01-15,70325,frank.johnson@example.com,-3103032431,Average,False
EMP1241,Charlie,Davis,30,HR-Illinois,Active,2020-09-05,118959,charlie.davis@example.com,-9839542960,Average,True
EMP1242,David,Brown,40,Cloud Tech-California,Pending,2023-03-18,75824,david.brown@example.com,-8446267145,Average,False
EMP1243,Charlie,Smith,32,Cloud Tech-Texas,Inactive,2022-03-26,119972,charlie.smith@example.com,-2831435988,Average,False
EMP1244,Grace,Davis,40,Sales-Texas,Active,2021-10-11,94964,grace.davis@example.com,-2625660930,Good,False
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,2021-01-07,103745,frank.miller@example.com,-4181861514,Average,False
EMP1246,Alice,Smith,25,Sales-New York,Inactive,2020-12-03,61338,alice.smith@example.com,-5423401635,Average,True
EMP1247,David,Smith,35,Sales-California,Active,2021-05-28,63741,david.smith@example.com,-1128497184,Poor,True
EMP1248,Eva,Smith,30,DevOps-California,Pending,2022-12-28,56540,eva.smith@example.com,-9484910255,Excellent,True
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,2023-05-24,73633,charlie.williams@example.com,-2588967923,Good,True
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,2024-04-28,90374,alice.miller@example.com,-822269404,Good,False
EMP1251,Grace,Smith,32,DevOps-Texas,Inactive,2024-12-25,93901,grace.smith@example.com,-3967275783,Good,False
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,2021-09-01,81748,eva.brown@example.com,-4683414650,Average,True
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,2021-02-21,73813,charlie.jones@example.com,-1131290147,Average,False
EMP1254,Frank,Smith,35,Finance-New York,Inactive,2022-11-20,89316,frank.smith@example.com,-7068277880,Average,False
EMP1255,Heidi,Williams,25,HR-Florida,Active,2020-10-15,56777,heidi.williams@example.com,-6093068537,Poor,False
EMP1256,Grace,Davis,32,Finance-New York,Active,2024-07-24,72921,grace.davis@example.com,-9097283214,Excellent,True
EMP1257,Frank,Miller,30,Admin-Florida,Pending,2022-08-14,84913,frank.miller@example.com,-2850676250,Average,True
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,2021-05-08,65060,alice.garcia@example.com,-5381447442,Excellent,True
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,2023-10-09,82941,alice.williams@example.com,-963480796,Poor,False
EMP1260,Bob,Smith,40,Admin-California,Pending,2022-01-19,103470,bob.smith@example.com,-509754509,Good,True
EMP1261,Grace,Miller,25,Sales-Illinois,Active,2022-01-12,88726,grace.miller@example.com,-5265016730,Average,True
EMP1262,Heidi,Jones,32,HR-Illinois,Pending,2023-06-05,58317,heidi.jones@example.com,-8826170242,Excellent,True
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,2024-03-26,60099,grace.smith@example.com,-7654562840,Excellent,True
EMP1264,Grace,Williams,32,Cloud Tech-Texas,Active,2020-10-07,99951,grace.williams@example.com,-7722560530,Average,True
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,2021-11-02,115196,heidi.johnson@example.com,-3402665022,Good,True
EMP1266,Grace,Brown,32,DevOps-California,Pending,2021-11-19,85512,grace.brown@example.com,-7416787255,Good,False
EMP1267,Heidi,Garcia,32,HR-Florida,Active,2022-01-24,73187,heidi.garcia@example.com,-8621102257,Good,False
EMP1268,Grace,Davis,32,HR-Nevada,Pending,2023-07-12,51865,grace.davis@example.com,-305690673,Poor,True
EMP1269,David,Williams,25,Sales-Florida,Active,2022-12-09,94032,david.williams@example.com,-4716392822,Excellent,True
EMP1270,Grace,Miller,30,DevOps-New York,Active,2023-03-18,116374,grace.miller@example.com,-4143637188,Excellent,False
EMP1271,Alice,Garcia,40,HR-Florida,Active,2022-04-25,98335,alice.garcia@example.com,-2392312603,Excellent,False
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,2021-02-28,89262,heidi.garcia@example.com,-3260931065,Poor,True
EMP1273,Heidi,Garcia,32,Finance-California,Active,2022-07-30,113849,heidi.garcia@example.com,-8433567085,Excellent,True
EMP1274,Frank,Smith,35,Sales-Florida,Active,2021-05-19,69530,frank.smith@example.com,-414545634,Poor,True
EMP1275,Eva,Brown,35,DevOps-New York,Pending,2023-12-14,84230,eva.brown@example.com,-200053473,Good,True
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,2023-01-17,76579,eva.smith@example.com,-9162475540,Average,False
EMP1277,Frank,Miller,30,HR-Texas,Inactive,2024-01-02,55532,frank.miller@example.com,-1082555988,Excellent,True
EMP1278,Eva,Smith,40,Admin-New York,Pending,2021-07-09,115312,eva.smith@example.com,-5343961128,Excellent,True
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,2021-05-05,66972,charlie.johnson@example.com,-1093371188,Good,True
EMP1280,David,Brown,30,Cloud Tech-Texas,Inactive,2021-11-07,100215,david.brown@example.com,-5473820235,Average,True
EMP1281,Charlie,Brown,25,Sales-New York,Inactive,2023-08-30,115452,charlie.brown@example.com,-8485571616,Poor,False
EMP1282,Heidi,Miller,30,HR-California,Inactive,2023-08-15,54141,heidi.miller@example.com,-6880294239,Average,False
EMP1283,David,Davis,32,DevOps-Nevada,Active,2020-12-24,79252,david.davis@example.com,-9036788126,Good,False
EMP1284,Alice,Johnson,40,Finance-New York,Pending,2024-11-21,114823,alice.johnson@example.com,-8686694319,Good,True
EMP1285,Alice,Williams,35,Sales-Illinois,Active,2021-11-17,69919,alice.williams@example.com,-2939087883,Average,True
EMP1286,Heidi,Smith,30,Sales-Florida,Inactive,2021-01-29,106617,heidi.smith@example.com,-4344812307,Poor,False
EMP1287,Heidi,Jones,35,DevOps-New York,Active,2024-02-17,73598,heidi.jones@example.com,-3402424032,Poor,True
EMP1288,David,Smith,30,Sales-Nevada,Inactive,2024-08-20,79939,david.smith@example.com,-8105955183,Excellent,True
EMP1289,Grace,Garcia,25,Admin-New York,Inactive,2021-10-24,85155,grace.garcia@example.com,-2694500533,Poor,False
EMP1290,Grace,Smith,30,Finance-California,Inactive,2021-09-10,90772,grace.smith@example.com,-2408916497,Average,False
EMP1291,Eva,Williams,35,DevOps-New York,Active,2023-09-29,58276,eva.williams@example.com,-3735439626,Good,False
EMP1292,Grace,Smith,32,DevOps-California,Pending,2020-08-28,94710,grace.smith@example.com,-3652717271,Excellent,False
EMP1293,Frank,Johnson,32,Admin-New York,Active,2022-09-06,60723,frank.johnson@example.com,-2397240421,Excellent,True
EMP1294,Frank,Johnson,40,DevOps-Illinois,Inactive,2024-03-31,87626,frank.johnson@example.com,-6931216375,Good,True
EMP1295,David,Brown,30,DevOps-Illinois,Active,2022-12-12,81272,david.brown@example.com,-1820916600,Poor,False
EMP1296,Bob,Miller,32,Cloud Tech-Texas,Pending,2022-11-01,64151,bob.miller@example.com,-23142899,Good,True
EMP1297,Charlie,Davis,35,Sales-Florida,Active,2023-10-25,64378,charlie.davis@example.com,-1851327971,Poor,False
EMP1298,Bob,Jones,32,Finance-Texas,Inactive,2020-09-27,85927,bob.jones@example.com,-4572308480,Good,False
EMP1299,Alice,Garcia,32,Finance-Nevada,Inactive,2024-01-21,51524,alice.garcia@example.com,-18418619,Average,True
EMP1300,Alice,Smith,30,Sales-Texas,Active,2022-05-17,74117,alice.smith@example.com,-3036625435,Poor,False
EMP1301,Alice,Smith,25,Finance-Texas,Inactive,2022-04-17,62599,alice.smith@example.com,-1721314518,Average,True
EMP1302,Grace,Williams,35,Finance-Florida,Inactive,2022-02-08,55618,grace.williams@example.com,-5151092267,Excellent,True
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,2022-03-15,87019,charlie.miller@example.com,-5926249450,Good,True
EMP1304,David,Johnson,25,Cloud Tech-California,Inactive,2023-10-11,100337,david.johnson@example.com,-4754102251,Excellent,True
EMP1305,Grace,Jones,30,Admin-Florida,Inactive,2020-11-13,69295,grace.jones@example.com,-6771196420,Excellent,False
EMP1306,Bob,Brown,25,DevOps-Florida,Pending,2024-04-17,115537,bob.brown@example.com,-5226557675,Excellent,True
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,2020-03-09,81251,david.johnson@example.com,-9523668787,Excellent,False
EMP1308,Alice,Garcia,30,DevOps-Texas,Inactive,2022-06-17,66404,alice.garcia@example.com,-7883619688,Good,False
EMP1309,Alice,Miller,30,Sales-California,Active,2024-07-28,114148,alice.miller@example.com,-3135030586,Excellent,False
EMP1310,Frank,Garcia,30,HR-New York,Pending,2022-12-03,65473,frank.garcia@example.com,-2105524727,Good,False
EMP1311,Alice,Davis,32,Sales-Nevada,Active,2023-07-06,97513,alice.davis@example.com,-6333021259,Good,True
EMP1312,Alice,Brown,35,DevOps-Nevada,Inactive,2024-05-28,86712,alice.brown@example.com,-6501917919,Average,True
EMP1313,Grace,Davis,30,HR-Florida,Active,2024-03-25,87655,grace.davis@example.com,-2521310961,Poor,False
EMP1314,David,Williams,35,DevOps-New York,Inactive,2020-04-28,89367,david.williams@example.com,-2728476569,Poor,False
EMP1315,Charlie,Garcia,40,Admin-California,Active,2021-11-07,95269,charlie.garcia@example.com,-4120092819,Good,True
EMP1316,Frank,Williams,25,Sales-Nevada,Active,2020-04-15,68792,frank.williams@example.com,-6678498435,Average,False
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,2023-10-07,89120,alice.smith@example.com,-2418623689,Good,True
EMP1318,Frank,Davis,35,Cloud Tech-New York,Active,2024-02-27,58212,frank.davis@example.com,-3628917755,Good,False
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,2021-02-22,77764,heidi.miller@example.com,-6205634110,Good,True
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,2023-08-21,75148,frank.garcia@example.com,-5950342810,Average,False
EMP1321,Heidi,Jones,40,Cloud Tech-Nevada,Inactive,2024-04-08,108781,heidi.jones@example.com,-3904383033,Poor,False
EMP1322,Frank,Brown,35,Finance-Texas,Pending,2024-11-04,65489,frank.brown@example.com,-1990970050,Average,True
EMP1323,Eva,Johnson,32,Sales-Illinois,Pending,2022-05-05,70663,eva.johnson@example.com,-4054683564,Excellent,False
EMP1324,David,Miller,40,Sales-New York,Inactive,2023-02-01,95823,david.miller@example.com,-2156818208,Average,False
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,2022-10-01,82258,eva.miller@example.com,-6790422710,Average,True
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,2022-09-27,62883,frank.williams@example.com,-3322889856,Average,False
EMP1327,Alice,Davis,32,Cloud Tech-Texas,Pending,2020-04-09,103504,alice.davis@example.com,-2545960632,Average,True
EMP1328,David,Garcia,25,DevOps-New York,Active,2021-03-23,85401,david.garcia@example.com,-9912971023,Poor,True
EMP1329,Heidi,Garcia,40,Cloud Tech-Texas,Pending,2023-02-03,85155,heidi.garcia@example.com,-8171752420,Excellent,False
EMP1330,Eva,Smith,32,HR-Texas,Pending,2024-07-23,98850,eva.smith@example.com,-4955112746,Poor,False
EMP1331,Charlie,Smith,25,Cloud Tech-Illinois,Active,2021-05-08,63435,charlie.smith@example.com,-4721970545,Poor,False
EMP1332,Frank,Brown,35,Finance-Texas,Inactive,2022-04-11,82130,frank.brown@example.com,-6927589550,Average,False
EMP1333,David,Williams,35,DevOps-Texas,Pending,2024-10-23,95493,david.williams@example.com,-6874090379,Good,False
EMP1334,Grace,Miller,40,Finance-Illinois,Inactive,2020-04-24,94572,grace.miller@example.com,-2146296135,Good,False
EMP1335,Bob,Garcia,40,Finance-Nevada,Inactive,2023-03-04,118413,bob.garcia@example.com,-7157787111,Poor,False
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,2022-08-31,68977,alice.jones@example.com,-1663651558,Poor,True
EMP1337,Eva,Williams,32,Sales-Nevada,Active,2021-01-02,115014,eva.williams@example.com,-7371470826,Average,False
EMP1338,David,Brown,32,Admin-Nevada,Inactive,2020-06-06,70949,david.brown@example.com,-2359096055,Poor,True
EMP1339,Grace,Brown,32,HR-Florida,Pending,2020-10-13,105335,grace.brown@example.com,-7303064420,Average,False
EMP1340,Bob,Williams,32,DevOps-California,Active,2020-07-19,80596,bob.williams@example.com,-2146147682,Good,False
EMP1341,Frank,Brown,32,Sales-Illinois,Inactive,2024-05-03,72846,frank.brown@example.com,-4201654234,Good,True
EMP1342,Heidi,Williams,40,Admin-California,Pending,2022-02-07,80229,heidi.williams@example.com,-6778265959,Excellent,False
EMP1343,Grace,Johnson,25,Sales-California,Active,2023-12-31,55145,grace.johnson@example.com,-8931992549,Good,False
EMP1344,Grace,Williams,30,DevOps-Florida,Inactive,2022-01-08,85155,grace.williams@example.com,-2727516479,Poor,True
EMP1345,Eva,Davis,40,HR-California,Active,2020-09-28,56111,eva.davis@example.com,-7279103367,Good,False
EMP1346,Grace,Williams,25,Cloud Tech-Texas,Inactive,2023-02-09,56514,grace.williams@example.com,-2963533904,Average,False
EMP1347,Frank,Brown,40,Cloud Tech-California,Inactive,2022-03-05,104542,frank.brown@example.com,-5044817765,Good,False
EMP1348,David,Garcia,32,Sales-New York,Pending,2022-02-18,61865,david.garcia@example.com,-5586851275,Excellent,True
EMP1349,Eva,Davis,40,Admin-Texas,Active,2022-06-09,69317,eva.davis@example.com,-5289286645,Good,False
EMP1350,Bob,Brown,35,HR-New York,Pending,2023-07-04,84706,bob.brown@example.com,-4911110960,Average,False
EMP1351,Heidi,Smith,25,Admin-California,Active,2022-03-21,73255,heidi.smith@example.com,-7981789045,Average,False
EMP1352,Frank,Smith,40,HR-Florida,Pending,2023-05-02,59529,frank.smith@example.com,-3378613714,Poor,False
EMP1353,David,Garcia,40,HR-New York,Inactive,2021-10-15,70401,david.garcia@example.com,-7660538443,Good,True
EMP1354,Heidi,Garcia,32,Admin-California,Inactive,2021-07-28,107155,heidi.garcia@example.com,-4630600024,Average,True
EMP1355,Bob,Davis,32,Admin-Illinois,Pending,2021-01-03,97720,bob.davis@example.com,-8955296385,Excellent,False
EMP1356,Heidi,Johnson,30,Finance-California,Pending,2020-05-21,107328,heidi.johnson@example.com,-3960962625,Poor,False
EMP1357,Grace,Garcia,40,Admin-Nevada,Inactive,2021-05-10,67688,grace.garcia@example.com,-5826312818,Excellent,True
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,2022-09-08,90757,grace.smith@example.com,-6482531105,Good,True
EMP1359,Grace,Williams,32,Cloud Tech-California,Pending,2024-07-21,87583,grace.williams@example.com,-920981959,Good,False
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,2021-12-28,61644,bob.brown@example.com,-2752334382,Good,True
EMP1361,Grace,Smith,35,Finance-Texas,Active,2020-07-20,68112,grace.smith@example.com,-6404120910,Poor,False
EMP1362,David,Smith,40,HR-Florida,Inactive,2024-04-30,97569,david.smith@example.com,-7911244210,Average,True
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,Active,2021-08-28,79118,charlie.johnson@example.com,-7536170616,Poor,True
EMP1364,Bob,Davis,30,HR-California,Inactive,2022-07-21,104899,bob.davis@example.com,-1366572239,Excellent,True
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,2023-11-27,81671,frank.davis@example.com,-2990155798,Poor,True
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,2020-08-11,97400,alice.miller@example.com,-8028413907,Excellent,False
EMP1367,David,Johnson,32,Admin-Illinois,Active,2021-11-08,89189,david.johnson@example.com,-882351304,Poor,True
EMP1368,David,Williams,40,DevOps-New York,Active,2023-08-04,96012,david.williams@example.com,-2312447314,Average,True
EMP1369,David,Davis,40,Sales-Florida,Inactive,2020-01-10,99331,david.davis@example.com,-8477686341,Excellent,False
EMP1370,Bob,Brown,32,Cloud Tech-Illinois,Active,2022-01-19,72819,bob.brown@example.com,-3461994236,Good,True
EMP1371,Eva,Garcia,40,Sales-Nevada,Inactive,2023-05-07,77205,eva.garcia@example.com,-6769459195,Good,True
EMP1372,Bob,Johnson,35,HR-Florida,Pending,2020-12-19,106962,bob.johnson@example.com,-6395517207,Poor,False
EMP1373,Eva,Garcia,32,Sales-Texas,Pending,2020-10-01,71923,eva.garcia@example.com,-4964985600,Good,True
EMP1374,Bob,Smith,30,HR-Nevada,Active,2022-11-12,77192,bob.smith@example.com,-2562531354,Excellent,False
EMP1375,Grace,Brown,40,Admin-Florida,Pending,2023-01-05,98540,grace.brown@example.com,-2510505378,Good,False
EMP1376,Charlie,Brown,32,Admin-Florida,Inactive,2020-10-14,63097,charlie.brown@example.com,-5381649382,Average,False
EMP1377,Alice,Smith,35,Cloud Tech-Florida,Active,2021-02-03,107065,alice.smith@example.com,-1849196654,Average,False
EMP1378,Heidi,Johnson,40,DevOps-Florida,Inactive,2023-12-25,108792,heidi.johnson@example.com,-3307704610,Poor,True
EMP1379,Bob,Smith,32,Cloud Tech-New York,Inactive,2020-03-07,69240,bob.smith@example.com,-7295963903,Excellent,False
EMP1380,Charlie,Garcia,40,Sales-Nevada,Inactive,2023-01-30,85756,charlie.garcia@example.com,-907426087,Average,True
EMP1381,Eva,Miller,32,HR-Illinois,Active,2024-04-05,100329,eva.miller@example.com,-501716444,Average,True
EMP1382,Grace,Brown,25,DevOps-Nevada,Active,2021-09-01,111237,grace.brown@example.com,-5618579063,Excellent,True
EMP1383,Eva,Jones,35,Cloud Tech-Florida,Active,2024-05-07,106832,eva.jones@example.com,-7715910299,Good,True
EMP1384,Frank,Jones,32,DevOps-Florida,Active,2023-06-15,59746,frank.jones@example.com,-2156321357,Good,True
EMP1385,David,Garcia,25,Sales-California,Pending,2021-07-29,91780,david.garcia@example.com,-40104144,Poor,True
EMP1386,Eva,Williams,35,Sales-California,Pending,2023-10-23,107063,eva.williams@example.com,-9642297124,Good,True
EMP1387,Grace,Davis,25,HR-Nevada,Active,2023-12-07,110626,grace.davis@example.com,-2967188396,Excellent,True
EMP1388,Frank,Smith,30,DevOps-Florida,Inactive,2020-10-18,90420,frank.smith@example.com,-7457314414,Average,True
EMP1389,Grace,Smith,40,Finance-Texas,Pending,2024-06-15,111609,grace.smith@example.com,-8331170302,Good,True
EMP1390,Eva,Williams,35,Finance-Florida,Inactive,2023-04-06,50173,eva.williams@example.com,-7637153987,Poor,False
EMP1391,Bob,Williams,40,DevOps-Nevada,Pending,2022-01-03,109507,bob.williams@example.com,-5472812355,Good,False
EMP1392,Grace,Garcia,30,Finance-New York,Inactive,2021-07-03,72601,grace.garcia@example.com,-7983631461,Excellent,False
EMP1393,Charlie,Garcia,32,Finance-California,Pending,2024-04-10,53389,charlie.garcia@example.com,-4912711306,Poor,True
EMP1394,Heidi,Williams,25,Cloud Tech-New York,Inactive,2022-07-23,50047,heidi.williams@example.com,-2407875417,Good,False
EMP1395,David,Brown,30,DevOps-California,Active,2024-11-25,115291,david.brown@example.com,-1563268684,Poor,False
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,2023-08-21,61587,frank.garcia@example.com,-745106633,Excellent,False
EMP1397,Eva,Miller,30,Finance-Nevada,Active,2023-12-12,56663,eva.miller@example.com,-3629489785,Average,True
EMP1398,Bob,Garcia,30,Sales-New York,Pending,2023-10-24,85155,bob.garcia@example.com,-1031310093,Excellent,True
EMP1399,Frank,Smith,25,Finance-Nevada,Active,2022-09-05,54958,frank.smith@example.com,-3181439665,Excellent,True
EMP1400,Bob,Garcia,25,HR-California,Inactive,2020-10-07,76790,bob.garcia@example.com,-1347323548,Excellent,True
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,2020-01-18,92722,charlie.brown@example.com,-4012897431,Excellent,False
EMP1402,Frank,Williams,30,DevOps-Nevada,Active,2022-04-23,93125,frank.williams@example.com,-5122572075,Average,False
EMP1403,David,Smith,25,Cloud Tech-New York,Active,2023-04-22,101101,david.smith@example.com,-5024120956,Average,False
EMP1404,Grace,Garcia,35,Admin-New York,Inactive,2023-08-13,55897,grace.garcia@example.com,-9073710093,Poor,False
EMP1405,Eva,Brown,25,DevOps-California,Active,2022-11-26,92485,eva.brown@example.com,-3882211456,Good,True
EMP1406,Grace,Miller,35,DevOps-Texas,Active,2022-10-10,77012,grace.miller@example.com,-7584745704,Average,True
EMP1407,Bob,Garcia,32,Cloud Tech-California,Inactive,2020-09-27,77079,bob.garcia@example.com,-4589714801,Average,True
EMP1408,Grace,Brown,35,Sales-Nevada,Active,2024-04-11,82971,grace.brown@example.com,-6325703964,Good,False
EMP1409,Bob,Miller,25,Sales-Texas,Active,2021-06-20,65102,bob.miller@example.com,-3136148781,Average,True
EMP1410,Grace,Williams,32,HR-Nevada,Pending,2022-10-23,103698,grace.williams@example.com,-4556964429,Excellent,True
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,2023-06-15,60688,grace.garcia@example.com,-9859167953,Excellent,False
EMP1412,Bob,Miller,32,Admin-New York,Pending,2021-10-31,77351,bob.miller@example.com,-1072728497,Good,False
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,2024-09-29,66705,bob.smith@example.com,-2474140702,Poor,True
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,2020-04-22,71650,grace.williams@example.com,-4910740649,Poor,True
EMP1415,Charlie,Smith,25,Cloud Tech-Nevada,Active,2023-12-07,50795,charlie.smith@example.com,-425488213,Good,True
EMP1416,Frank,Jones,32,Sales-Nevada,Inactive,2020-12-07,76031,frank.jones@example.com,-2369143074,Good,True
EMP1417,Eva,Johnson,25,Cloud Tech-California,Inactive,2021-07-11,86670,eva.johnson@example.com,-3666144941,Excellent,True
EMP1418,Bob,Garcia,40,Finance-Illinois,Inactive,2020-04-23,84973,bob.garcia@example.com,-9659234267,Poor,True
EMP1419,Frank,Miller,30,HR-Texas,Pending,2023-10-12,100594,frank.miller@example.com,-3441497825,Average,False
EMP1420,Alice,Johnson,25,Cloud Tech-New York,Active,2022-08-24,75478,alice.johnson@example.com,-6128758574,Excellent,False
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,2023-09-04,79356,charlie.johnson@example.com,-6766708060,Good,False
EMP1422,Grace,Miller,35,HR-Texas,Pending,2022-02-02,58358,grace.miller@example.com,-2943985297,Poor,True
EMP1423,Alice,Williams,30,Admin-Illinois,Active,2022-04-01,54825,alice.williams@example.com,-9406260786,Average,False
EMP1424,Eva,Garcia,35,HR-Texas,Pending,2022-07-24,50558,eva.garcia@example.com,-104159148,Average,True
EMP1425,Eva,Jones,32,Admin-Florida,Inactive,2023-04-26,118030,eva.jones@example.com,-7501980381,Excellent,True
EMP1426,David,Smith,32,Admin-New York,Active,2022-04-19,51674,david.smith@example.com,-8723244078,Poor,False
EMP1427,Alice,Brown,35,Cloud Tech-Nevada,Inactive,2024-10-04,101666,alice.brown@example.com,-3110291812,Poor,True
EMP1428,David,Smith,32,Admin-Florida,Inactive,2020-05-02,118079,david.smith@example.com,-3170876013,Good,True
EMP1429,Eva,Brown,25,Cloud Tech-New York,Pending,2022-04-25,99059,eva.brown@example.com,-6723849790,Poor,False
EMP1430,Bob,Smith,32,Cloud Tech-Illinois,Active,2023-07-29,107397,bob.smith@example.com,-6202232882,Poor,False
EMP1431,Alice,Miller,40,DevOps-New York,Active,2021-08-20,68269,alice.miller@example.com,-7744197545,Excellent,False
EMP1432,Grace,Jones,35,HR-Florida,Inactive,2021-04-23,55228,grace.jones@example.com,-6176620470,Poor,True
EMP1433,Bob,Garcia,30,Cloud Tech-New York,Inactive,2022-08-12,71982,bob.garcia@example.com,-9609409704,Average,False
EMP1434,Frank,Brown,30,Finance-California,Inactive,2021-06-26,109674,frank.brown@example.com,-2774025882,Excellent,False
EMP1435,Eva,Garcia,32,Cloud Tech-New York,Inactive,2020-10-30,56385,eva.garcia@example.com,-5868122594,Excellent,True
EMP1436,Frank,Garcia,40,Sales-Texas,Pending,2021-09-04,68212,frank.garcia@example.com,-7244617678,Good,False
EMP1437,Alice,Garcia,40,Finance-Illinois,Pending,2023-01-31,67490,alice.garcia@example.com,-2988425994,Poor,False
EMP1438,Charlie,Davis,25,Cloud Tech-Texas,Active,2020-09-24,63869,charlie.davis@example.com,-9961002310,Good,False
EMP1439,Bob,Williams,32,Sales-California,Active,2020-02-14,119801,bob.williams@example.com,-7753312660,Average,True
EMP1440,Heidi,Smith,30,Cloud Tech-California,Active,2020-03-28,115960,heidi.smith@example.com,-941017589,Excellent,True
EMP1441,Grace,Garcia,40,Finance-Texas,Inactive,2023-10-31,79866,grace.garcia@example.com,-2517629832,Excellent,True
EMP1442,Charlie,Smith,35,HR-Florida,Active,2020-03-11,92987,charlie.smith@example.com,-4774332682,Excellent,True
EMP1443,Eva,Garcia,40,Finance-Illinois,Inactive,2020-05-04,56141,eva.garcia@example.com,-1901302055,Average,False
EMP1444,Grace,Brown,30,DevOps-Illinois,Active,2023-07-15,119586,grace.brown@example.com,-9815287338,Average,True
EMP1445,Alice,Williams,40,DevOps-California,Inactive,2023-01-20,104700,alice.williams@example.com,-7855982175,Good,True
EMP1446,Frank,Williams,40,HR-New York,Active,2021-10-15,91798,frank.williams@example.com,-6191284116,Good,False
EMP1447,Eva,Miller,25,Finance-Illinois,Inactive,2024-04-19,90879,eva.miller@example.com,-3098503445,Good,False
EMP1448,Charlie,Davis,25,Admin-Nevada,Active,2021-06-29,87358,charlie.davis@example.com,-5124189388,Poor,False
EMP1449,Alice,Miller,30,Sales-Florida,Inactive,2024-09-14,119408,alice.miller@example.com,-8469081973,Excellent,True
EMP1450,David,Miller,32,HR-Nevada,Pending,2022-01-04,113979,david.miller@example.com,-56435022,Excellent,True
EMP1451,Frank,Miller,32,Sales-New York,Pending,2021-01-20,108569,frank.miller@example.com,-8503719904,Good,True
EMP1452,Heidi,Miller,32,HR-New York,Inactive,2020-03-18,56318,heidi.miller@example.com,-1699187239,Excellent,False
EMP1453,David,Miller,25,Sales-Florida,Active,2021-11-10,114253,david.miller@example.com,-1078356742,Good,False
EMP1454,Charlie,Jones,35,DevOps-New York,Inactive,2020-05-01,51534,charlie.jones@example.com,-3896086,Poor,True
EMP1455,Charlie,Williams,25,Sales-California,Active,2022-02-04,99318,charlie.williams@example.com,-662668216,Poor,False
EMP1456,Bob,Miller,35,HR-California,Active,2020-11-18,101265,bob.miller@example.com,-1955356032,Average,False
EMP1457,Heidi,Garcia,35,Admin-Nevada,Pending,2023-11-21,112272,heidi.garcia@example.com,-1903689002,Poor,False
